DEPOSITOR,DEPOSIT_ID,DEPOSIT_STATE,DOI,DEPOSIT_CREATION_TIMESTAMP,DEPOSIT_UPDATE_TIMESTAMP,DESCRIPTION
mendeleydata,e7b93aac-adb1-4d4f-b7c2-d599d14aef95,ARCHIVED,10.17632/kkc9r7jmvx.1,unknown,10/24/2017 16:31:15,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74981
mendeleydata,e928a8b2-4d15-428a-b3e2-6dce652547e5,ARCHIVED,10.17632/fbgc85km6j.3,unknown,10/24/2017 16:31:15,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74841
mendeleydata,e94d82a6-9082-40da-99db-8503976ef81c,ARCHIVED,10.17632/97zwpbfzdm.1,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74883
mendeleydata,ecb8a72c-cc48-45e8-82c2-33fae8920d24,ARCHIVED,10.17632/djxfhhxnx3.2,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74846
mendeleydata,ee52f6e1-dca0-409e-b3ad-0ac96ccfc9ff,ARCHIVED,10.17632/8ttd68825b.2,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:75005
mendeleydata,f1ff4c57-07e1-4e2a-be09-4d1f2d78a7b8,ARCHIVED,10.17632/cwfsmxt74d.2,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74890
mendeleydata,f20e469e-c239-45e4-9aa7-3402a59fcca9,ARCHIVED,10.17632/97zwpbfzdm.2,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74875
mendeleydata,f4f55358-dfde-474e-8eee-9ba1db82042b,ARCHIVED,10.17632/pxmdm83hyw.1,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74903
mendeleydata,f59e145b-dac9-4897-ad77-d93c7b7d454d,ARCHIVED,10.17632/xgbjnmxnbr.1,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74877
mendeleydata,f66fb852-4728-41b5-9f60-60d6caf50d3e,ARCHIVED,10.17632/g97rrwx4k8.1,unknown,10/24/2017 16:31:15,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74864
mendeleydata,f9ead6d6-7662-4957-bc7b-30cb926fa76c,ARCHIVED,10.17632/b7nfbz4xfp.1,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74979
mendeleydata,fc48b7cc-3795-481a-8994-0043e01d808f,ARCHIVED,10.17632/j6x3k3h582.3,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74904
mendeleydata,ff1ff4db-c2a3-462d-89f9-41792685dd96,ARCHIVED,10.17632/997b2k6mwc.1,unknown,10/24/2017 16:31:13,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:74963
